pattern,gene,rank,cogaps_weight,contrast_scope,cell_type,mean_log2fc_stim_vs_ctrl,median_log2fc_stim_vs_ctrl,n_pairs,n_up_pairs,n_down_pairs,n_zero_pairs,sign_consistency,wilcoxon_pvalue,direction,evidence_strength,wilcoxon_fdr
Pattern3,SAT1,8,4.981949329376221,by_cell_type,FCGR3A+ Monocytes,0.8047046237271974,0.8292165386060919,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.04843173431734318
Pattern3,SAT1,8,4.981949329376221,by_cell_type,Megakaryocytes,3.016407296823499,3.016407296823499,1,1,0,0,1.0,,up_in_stim,strong,
Pattern3,SAT1,8,4.981949329376221,by_cell_type,NK cells,2.6639190835282225,2.6800554126718525,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern3,FTH1,9,4.963209629058838,by_cell_type,B cells,-1.3098243441406336,-1.2582921425349785,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020007621951219513
Pattern3,FTH1,9,4.963209629058838,by_cell_type,CD14+ Monocytes,-1.133141654337639,-1.0824018232817014,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020007621951219513
Pattern3,FTH1,9,4.963209629058838,by_cell_type,CD4 T cells,-0.845984476155722,-0.8403689297802117,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020007621951219513
Pattern3,FTH1,9,4.963209629058838,by_cell_type,CD8 T cells,-1.0021307651834175,-0.9182330838954496,5,0,5,0,1.0,0.0625,down_in_stim,strong,0.08003048780487805
Pattern3,FTH1,9,4.963209629058838,by_cell_type,Dendritic cells,-1.080423242998389,-0.9944972104603984,6,0,6,0,1.0,0.03125,down_in_stim,strong,0.04843173431734318
Pattern3,FTH1,9,4.963209629058838,by_cell_type,FCGR3A+ Monocytes,-1.0869520560166464,-1.1057151303919106,6,0,6,0,1.0,0.03125,down_in_stim,strong,0.04843173431734318
Pattern3,FTH1,9,4.963209629058838,by_cell_type,Megakaryocytes,0.468200785918107,0.468200785918107,1,1,0,0,1.0,,up_in_stim,moderate,
Pattern3,FTH1,9,4.963209629058838,by_cell_type,NK cells,-0.6397938651378916,-0.6964991210954503,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020007621951219513
Pattern3,SOD2,10,4.658294200897217,by_cell_type,B cells,1.5033548318502807,1.335452419009373,8,7,1,0,0.875,0.0234375,up_in_stim,strong,0.04843173431734318
Pattern3,SOD2,10,4.658294200897217,by_cell_type,CD14+ Monocytes,0.6596658340321198,0.6892613655102622,8,7,1,0,0.875,0.015625,up_in_stim,strong,0.03815406976744186
Pattern3,SOD2,10,4.658294200897217,by_cell_type,CD4 T cells,0.7133580407823694,0.6108979298307409,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern3,SOD2,10,4.658294200897217,by_cell_type,CD8 T cells,0.6018924560265821,-0.13121030185003058,5,2,3,0,0.6,0.8125,up_in_stim,weak_or_mixed,0.8552631578947368
Pattern3,SOD2,10,4.658294200897217,by_cell_type,Dendritic cells,0.32720450322755507,0.38904548659147586,6,4,2,0,0.6666666666666666,0.3125,up_in_stim,moderate,0.35377358490566035
Pattern3,SOD2,10,4.658294200897217,by_cell_type,FCGR3A+ Monocytes,-0.117929395185229,-0.1056506217178379,6,2,4,0,0.6666666666666666,0.4375,down_in_stim,suggestive,0.4861111111111111
Pattern3,SOD2,10,4.658294200897217,by_cell_type,Megakaryocytes,0.03254298747607809,0.03254298747607809,1,1,0,0,1.0,,up_in_stim,weak_or_mixed,
Pattern3,SOD2,10,4.658294200897217,by_cell_type,NK cells,0.043313574770103,0.1499089256655921,8,5,3,0,0.625,0.84375,up_in_stim,weak_or_mixed,0.8771658415841584
Pattern3,ISG20,11,4.655680179595947,by_cell_type,B cells,2.913496975803006,2.8878553115652377,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern3,ISG20,11,4.655680179595947,by_cell_type,CD14+ Monocytes,4.999831877420084,5.287996730714882,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern3,ISG20,11,4.655680179595947,by_cell_type,CD4 T cells,2.7361059770094265,2.726809151587065,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern3,ISG20,11,4.655680179595947,by_cell_type,CD8 T cells,3.438071194587599,3.28468016533591,5,5,0,0,1.0,0.0625,up_in_stim,strong,0.08003048780487805
Pattern3,ISG20,11,4.655680179595947,by_cell_type,Dendritic cells,3.7155330089911778,3.764903880812695,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.04843173431734318
Pattern3,ISG20,11,4.655680179595947,by_cell_type,FCGR3A+ Monocytes,4.402614344195111,4.397344753037054,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.04843173431734318
Pattern3,ISG20,11,4.655680179595947,by_cell_type,Megakaryocytes,2.8655469303877465,2.8655469303877465,1,1,0,0,1.0,,up_in_stim,strong,
Pattern3,ISG20,11,4.655680179595947,by_cell_type,NK cells,3.133724424824873,3.0962254637811863,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern3,TYMP,12,4.610434532165527,by_cell_type,B cells,1.1964773705687668,1.2724495209620592,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern3,TYMP,12,4.610434532165527,by_cell_type,CD14+ Monocytes,0.9948926108286618,1.0214012910517898,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern3,TYMP,12,4.610434532165527,by_cell_type,CD4 T cells,2.049991881074933,2.0341591415970584,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern3,TYMP,12,4.610434532165527,by_cell_type,CD8 T cells,4.538847971699606,3.000774633955536,5,5,0,0,1.0,0.0625,up_in_stim,strong,0.08003048780487805
Pattern3,TYMP,12,4.610434532165527,by_cell_type,Dendritic cells,0.7860739637830454,1.0247476436288334,6,5,1,0,0.8333333333333334,0.0625,up_in_stim,strong,0.08003048780487805
Pattern3,TYMP,12,4.610434532165527,by_cell_type,FCGR3A+ Monocytes,0.752475506756627,0.8089368214265038,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.04843173431734318
Pattern3,TYMP,12,4.610434532165527,by_cell_type,Megakaryocytes,4.850223776745797,4.850223776745797,1,1,0,0,1.0,,up_in_stim,strong,
Pattern3,TYMP,12,4.610434532165527,by_cell_type,NK cells,2.318215389906792,2.1607381331206614,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern3,IFIT3,13,4.535574913024902,by_cell_type,B cells,8.709739684031701,6.918016552173569,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern3,IFIT3,13,4.535574913024902,by_cell_type,CD14+ Monocytes,7.107348208260891,6.994971082879234,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern3,IFIT3,13,4.535574913024902,by_cell_type,CD4 T cells,6.515389837430079,6.721237219577294,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern3,IFIT3,13,4.535574913024902,by_cell_type,CD8 T cells,9.231667832944305,6.869559518339218,5,5,0,0,1.0,0.0625,up_in_stim,strong,0.08003048780487805
Pattern3,IFIT3,13,4.535574913024902,by_cell_type,Dendritic cells,10.515385081068557,10.916847649942586,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.04843173431734318
Pattern3,IFIT3,13,4.535574913024902,by_cell_type,FCGR3A+ Monocytes,4.986154402365709,4.488638143207812,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.04843173431734318
Pattern3,IFIT3,13,4.535574913024902,by_cell_type,Megakaryocytes,5.824996331246958,5.824996331246958,1,1,0,0,1.0,,up_in_stim,strong,
Pattern3,IFIT3,13,4.535574913024902,by_cell_type,NK cells,5.293944153675511,5.526551838269345,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern3,LY6E,14,4.440127372741699,by_cell_type,B cells,3.823467413658189,3.559735751159945,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern3,LY6E,14,4.440127372741699,by_cell_type,CD14+ Monocytes,5.282228528281869,5.458195562085738,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern3,LY6E,14,4.440127372741699,by_cell_type,CD4 T cells,3.8474348938381304,3.8388085639941822,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern3,LY6E,14,4.440127372741699,by_cell_type,CD8 T cells,3.296094495386933,3.1273465605428257,5,5,0,0,1.0,0.0625,up_in_stim,strong,0.08003048780487805
Pattern3,LY6E,14,4.440127372741699,by_cell_type,Dendritic cells,5.02563121992634,4.802260460993004,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.04843173431734318
Pattern3,LY6E,14,4.440127372741699,by_cell_type,FCGR3A+ Monocytes,3.620956220816467,3.8794367565739023,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.04843173431734318
Pattern3,LY6E,14,4.440127372741699,by_cell_type,Megakaryocytes,3.8993926242885006,3.8993926242885006,1,1,0,0,1.0,,up_in_stim,strong,
Pattern3,LY6E,14,4.440127372741699,by_cell_type,NK cells,2.8627223875110746,2.8575226558398468,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern3,C15orf48,15,4.43681526184082,by_cell_type,B cells,0.46268803311883633,0.39743546366886573,8,6,2,0,0.75,0.3828125,up_in_stim,moderate,0.43104892761394104
Pattern3,C15orf48,15,4.43681526184082,by_cell_type,CD14+ Monocytes,-0.06580203649434568,-0.08113175949428708,8,2,6,0,0.75,0.1953125,down_in_stim,weak_or_mixed,0.23107394366197184
Pattern3,C15orf48,15,4.43681526184082,by_cell_type,CD4 T cells,0.7048855677523339,0.33230392507467066,8,7,1,0,0.875,0.078125,up_in_stim,strong,0.09853603603603604
Pattern3,C15orf48,15,4.43681526184082,by_cell_type,CD8 T cells,2.40194775958457,0.26851322836826075,5,4,1,0,0.8,0.3125,up_in_stim,strong,0.35377358490566035
Pattern3,C15orf48,15,4.43681526184082,by_cell_type,Dendritic cells,-0.026934862143811245,0.03430599205271978,6,3,3,0,0.5,1.0,down_in_stim,weak_or_mixed,1.0
Pattern3,C15orf48,15,4.43681526184082,by_cell_type,FCGR3A+ Monocytes,0.5802905026435458,0.5549763544923847,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.04843173431734318
Pattern3,C15orf48,15,4.43681526184082,by_cell_type,Megakaryocytes,1.7098301665516011,1.7098301665516011,1,1,0,0,1.0,,up_in_stim,strong,
Pattern3,C15orf48,15,4.43681526184082,by_cell_type,NK cells,0.17793888183780826,0.06977408593662382,8,5,3,0,0.625,0.4609375,up_in_stim,suggestive,0.5108014511873351
Pattern4,TIMP1,1,5.443826198577881,by_cell_type,B cells,0.12940939917006888,-0.3900250147269144,8,2,6,0,0.75,0.3125,up_in_stim,suggestive,0.35377358490566035
Pattern4,TIMP1,1,5.443826198577881,by_cell_type,CD14+ Monocytes,-1.1678901249964073,-1.1676583575228587,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020007621951219513
Pattern4,TIMP1,1,5.443826198577881,by_cell_type,CD4 T cells,-0.6144047730462505,-0.6751378189236963,8,1,7,0,0.875,0.015625,down_in_stim,strong,0.03815406976744186
Pattern4,TIMP1,1,5.443826198577881,by_cell_type,CD8 T cells,-0.9003465192781898,-0.9133097595800592,5,2,3,0,0.6,0.3125,down_in_stim,weak_or_mixed,0.35377358490566035
Pattern4,TIMP1,1,5.443826198577881,by_cell_type,Dendritic cells,-0.8975657505832689,-0.8750793059381019,6,0,6,0,1.0,0.03125,down_in_stim,strong,0.04843173431734318
Pattern4,TIMP1,1,5.443826198577881,by_cell_type,FCGR3A+ Monocytes,-1.1394338110587174,-1.0722823645198751,6,0,6,0,1.0,0.03125,down_in_stim,strong,0.04843173431734318
Pattern4,TIMP1,1,5.443826198577881,by_cell_type,Megakaryocytes,-0.7933089168003127,-0.7933089168003127,1,0,1,0,1.0,,down_in_stim,strong,
Pattern4,TIMP1,1,5.443826198577881,by_cell_type,NK cells,-1.5146880922009704,-1.4046196885061013,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020007621951219513
Pattern4,FTH1,2,4.921694755554199,by_cell_type,B cells,-1.3098243441406336,-1.2582921425349785,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020007621951219513
Pattern4,FTH1,2,4.921694755554199,by_cell_type,CD14+ Monocytes,-1.133141654337639,-1.0824018232817014,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020007621951219513
Pattern4,FTH1,2,4.921694755554199,by_cell_type,CD4 T cells,-0.845984476155722,-0.8403689297802117,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020007621951219513
Pattern4,FTH1,2,4.921694755554199,by_cell_type,CD8 T cells,-1.0021307651834175,-0.9182330838954496,5,0,5,0,1.0,0.0625,down_in_stim,strong,0.08003048780487805
Pattern4,FTH1,2,4.921694755554199,by_cell_type,Dendritic cells,-1.080423242998389,-0.9944972104603984,6,0,6,0,1.0,0.03125,down_in_stim,strong,0.04843173431734318
Pattern4,FTH1,2,4.921694755554199,by_cell_type,FCGR3A+ Monocytes,-1.0869520560166464,-1.1057151303919106,6,0,6,0,1.0,0.03125,down_in_stim,strong,0.04843173431734318
Pattern4,FTH1,2,4.921694755554199,by_cell_type,Megakaryocytes,0.468200785918107,0.468200785918107,1,1,0,0,1.0,,up_in_stim,moderate,
Pattern4,FTH1,2,4.921694755554199,by_cell_type,NK cells,-0.6397938651378916,-0.6964991210954503,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020007621951219513
Pattern4,MS4A7,3,4.810563564300537,by_cell_type,B cells,-0.45106381412710994,-0.7572211948678698,8,3,5,0,0.625,0.546875,down_in_stim,moderate,0.6012761780104712
Pattern4,MS4A7,3,4.810563564300537,by_cell_type,CD14+ Monocytes,0.7242446150733761,0.7733470855768232,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern4,MS4A7,3,4.810563564300537,by_cell_type,CD4 T cells,1.2783825507222968,0.2239982070756139,8,6,2,0,0.75,0.3125,up_in_stim,strong,0.35377358490566035
Pattern4,MS4A7,3,4.810563564300537,by_cell_type,CD8 T cells,3.4303997716798627,0.6492263742416071,5,3,0,2,0.6,0.25,up_in_stim,weak_or_mixed,0.2916666666666667
Pattern4,MS4A7,3,4.810563564300537,by_cell_type,Dendritic cells,-0.2532824642085358,-0.27468397134800604,6,1,5,0,0.8333333333333334,0.21875,down_in_stim,moderate,0.25735294117647056
Pattern4,MS4A7,3,4.810563564300537,by_cell_type,FCGR3A+ Monocytes,0.6335563373456822,0.5757275462359503,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.04843173431734318
Pattern4,MS4A7,3,4.810563564300537,by_cell_type,Megakaryocytes,3.8993926242885006,3.8993926242885006,1,1,0,0,1.0,,up_in_stim,strong,
Pattern4,MS4A7,3,4.810563564300537,by_cell_type,NK cells,0.8899596940282807,0.0,8,2,1,5,0.625,0.75,up_in_stim,moderate,0.7974683544303798
Pattern4,FCGR3A,4,4.622005462646484,by_cell_type,B cells,-1.4671960182020758,-0.17592419223223255,8,0,4,4,0.5,0.125,down_in_stim,weak_or_mixed,0.15395894428152493
Pattern4,FCGR3A,4,4.622005462646484,by_cell_type,CD14+ Monocytes,-0.8679390215523092,-0.9411277933980271,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020007621951219513
Pattern4,FCGR3A,4,4.622005462646484,by_cell_type,CD4 T cells,-0.3163276094272186,-0.27442556151732855,8,3,5,0,0.625,0.640625,down_in_stim,moderate,0.6881393861892583
Pattern4,FCGR3A,4,4.622005462646484,by_cell_type,CD8 T cells,1.4292138223971864,-0.7418487095208963,5,2,3,0,0.6,0.8125,up_in_stim,weak_or_mixed,0.8552631578947368
Pattern4,FCGR3A,4,4.622005462646484,by_cell_type,Dendritic cells,-2.014142228103914,-1.531423087908248,6,0,6,0,1.0,0.03125,down_in_stim,strong,0.04843173431734318
Pattern4,FCGR3A,4,4.622005462646484,by_cell_type,FCGR3A+ Monocytes,0.0364770854466944,-0.028658319468022775,6,3,3,0,0.5,1.0,up_in_stim,weak_or_mixed,1.0
Pattern4,FCGR3A,4,4.622005462646484,by_cell_type,Megakaryocytes,0.0,0.0,1,0,0,1,1.0,,mixed_or_unclear,weak_or_mixed,
Pattern4,FCGR3A,4,4.622005462646484,by_cell_type,NK cells,-0.8417675860775164,-1.0661144970680203,8,1,7,0,0.875,0.0390625,down_in_stim,strong,0.059442934782608696
Pattern4,SOD2,5,4.321434020996094,by_cell_type,B cells,1.5033548318502807,1.335452419009373,8,7,1,0,0.875,0.0234375,up_in_stim,strong,0.04843173431734318
Pattern4,SOD2,5,4.321434020996094,by_cell_type,CD14+ Monocytes,0.6596658340321198,0.6892613655102622,8,7,1,0,0.875,0.015625,up_in_stim,strong,0.03815406976744186
Pattern4,SOD2,5,4.321434020996094,by_cell_type,CD4 T cells,0.7133580407823694,0.6108979298307409,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern4,SOD2,5,4.321434020996094,by_cell_type,CD8 T cells,0.6018924560265821,-0.13121030185003058,5,2,3,0,0.6,0.8125,up_in_stim,weak_or_mixed,0.8552631578947368
Pattern4,SOD2,5,4.321434020996094,by_cell_type,Dendritic cells,0.32720450322755507,0.38904548659147586,6,4,2,0,0.6666666666666666,0.3125,up_in_stim,moderate,0.35377358490566035
Pattern4,SOD2,5,4.321434020996094,by_cell_type,FCGR3A+ Monocytes,-0.117929395185229,-0.1056506217178379,6,2,4,0,0.6666666666666666,0.4375,down_in_stim,suggestive,0.4861111111111111
Pattern4,SOD2,5,4.321434020996094,by_cell_type,Megakaryocytes,0.03254298747607809,0.03254298747607809,1,1,0,0,1.0,,up_in_stim,weak_or_mixed,
Pattern4,SOD2,5,4.321434020996094,by_cell_type,NK cells,0.043313574770103,0.1499089256655921,8,5,3,0,0.625,0.84375,up_in_stim,weak_or_mixed,0.8771658415841584
Pattern4,S100A11,6,4.091746807098389,by_cell_type,B cells,0.13926747333730027,0.22762729728203546,8,5,3,0,0.625,0.640625,up_in_stim,suggestive,0.6881393861892583
Pattern4,S100A11,6,4.091746807098389,by_cell_type,CD14+ Monocytes,-0.22550135013843398,-0.25187751436382566,8,0,8,0,1.0,0.0078125,down_in_stim,suggestive,0.020007621951219513
Pattern4,S100A11,6,4.091746807098389,by_cell_type,CD4 T cells,-0.34424068493927606,-0.40792421193414974,8,0,8,0,1.0,0.0078125,down_in_stim,moderate,0.020007621951219513
Pattern4,S100A11,6,4.091746807098389,by_cell_type,CD8 T cells,0.09524622596088825,0.07872195648232072,5,3,2,0,0.6,0.8125,up_in_stim,weak_or_mixed,0.8552631578947368
Pattern4,S100A11,6,4.091746807098389,by_cell_type,Dendritic cells,0.22846325865691655,0.27483203558030667,6,5,1,0,0.8333333333333334,0.0625,up_in_stim,suggestive,0.08003048780487805
Pattern4,S100A11,6,4.091746807098389,by_cell_type,FCGR3A+ Monocytes,0.10156802315389306,0.16662731889927862,6,4,2,0,0.6666666666666666,0.4375,up_in_stim,suggestive,0.4861111111111111
Pattern4,S100A11,6,4.091746807098389,by_cell_type,Megakaryocytes,0.0,0.0,1,0,0,1,1.0,,mixed_or_unclear,weak_or_mixed,
Pattern4,S100A11,6,4.091746807098389,by_cell_type,NK cells,-0.02664115918547183,0.021329409831918333,8,5,3,0,0.625,0.9453125,down_in_stim,weak_or_mixed,0.9755067567567568
Pattern4,TYROBP,7,3.9278762340545654,by_cell_type,B cells,1.035822503789366,-0.15528808290884388,8,3,4,1,0.5,0.578125,up_in_stim,weak_or_mixed,0.63232421875
Pattern4,TYROBP,7,3.9278762340545654,by_cell_type,CD14+ Monocytes,-0.07827482278777165,-0.05765215625862563,8,1,7,0,0.875,0.109375,down_in_stim,weak_or_mixed,0.13671875
Pattern4,TYROBP,7,3.9278762340545654,by_cell_type,CD4 T cells,-0.03787011051076805,-0.17942935778226055,8,3,5,0,0.625,0.7421875,down_in_stim,weak_or_mixed,0.7911643401015228
Pattern4,TYROBP,7,3.9278762340545654,by_cell_type,CD8 T cells,-0.5101658570163969,-0.4671290747321102,5,1,4,0,0.8,0.3125,down_in_stim,strong,0.35377358490566035
Pattern4,TYROBP,7,3.9278762340545654,by_cell_type,Dendritic cells,0.06138166406959981,0.027166593473586076,6,3,3,0,0.5,1.0,up_in_stim,weak_or_mixed,1.0
Pattern4,TYROBP,7,3.9278762340545654,by_cell_type,FCGR3A+ Monocytes,0.40609848799352416,0.4202828674649437,6,6,0,0,1.0,0.03125,up_in_stim,moderate,0.04843173431734318
Pattern4,TYROBP,7,3.9278762340545654,by_cell_type,Megakaryocytes,3.8993926242885006,3.8993926242885006,1,1,0,0,1.0,,up_in_stim,strong,
Pattern4,TYROBP,7,3.9278762340545654,by_cell_type,NK cells,-0.29077549870512165,-0.2421751231788658,8,1,7,0,0.875,0.0234375,down_in_stim,moderate,0.04843173431734318
Pattern4,FCER1G,8,3.808145523071289,by_cell_type,B cells,1.705454072828551,0.5607529760619969,8,7,1,0,0.875,0.078125,up_in_stim,strong,0.09853603603603604
Pattern4,FCER1G,8,3.808145523071289,by_cell_type,CD14+ Monocytes,-0.29550558352771383,-0.3239693445674092,8,0,8,0,1.0,0.0078125,down_in_stim,moderate,0.020007621951219513
Pattern4,FCER1G,8,3.808145523071289,by_cell_type,CD4 T cells,0.135874569202024,-0.017200133800864492,8,4,4,0,0.5,0.84375,up_in_stim,weak_or_mixed,0.8771658415841584
Pattern4,FCER1G,8,3.808145523071289,by_cell_type,CD8 T cells,-0.08530600269303204,-0.14553801984538683,5,2,3,0,0.6,1.0,down_in_stim,weak_or_mixed,1.0
Pattern4,FCER1G,8,3.808145523071289,by_cell_type,Dendritic cells,-0.39826729007051426,-0.31394663522244404,6,1,5,0,0.8333333333333334,0.15625,down_in_stim,moderate,0.18857758620689655
Pattern4,FCER1G,8,3.808145523071289,by_cell_type,FCGR3A+ Monocytes,-0.2834666488849538,-0.32011402606948547,6,0,6,0,1.0,0.03125,down_in_stim,moderate,0.04843173431734318
Pattern4,FCER1G,8,3.808145523071289,by_cell_type,Megakaryocytes,-1.7441400692576092,-1.7441400692576092,1,0,1,0,1.0,,down_in_stim,strong,
Pattern4,FCER1G,8,3.808145523071289,by_cell_type,NK cells,-0.252158869518194,-0.2928147581024234,8,1,7,0,0.875,0.0234375,down_in_stim,moderate,0.04843173431734318
Pattern4,FTL,9,3.5792596340179443,by_cell_type,B cells,-0.925740020974422,-0.8218382879384096,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020007621951219513
Pattern4,FTL,9,3.5792596340179443,by_cell_type,CD14+ Monocytes,-0.604903657267645,-0.5751191166642826,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020007621951219513
Pattern4,FTL,9,3.5792596340179443,by_cell_type,CD4 T cells,-0.671531719426218,-0.6680025334571393,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020007621951219513
Pattern4,FTL,9,3.5792596340179443,by_cell_type,CD8 T cells,-0.7888354557232727,-0.7397202165468251,5,0,5,0,1.0,0.0625,down_in_stim,strong,0.08003048780487805
Pattern4,FTL,9,3.5792596340179443,by_cell_type,Dendritic cells,-0.4946768045828482,-0.5708221172266859,6,1,5,0,0.8333333333333334,0.0625,down_in_stim,moderate,0.08003048780487805
Pattern4,FTL,9,3.5792596340179443,by_cell_type,FCGR3A+ Monocytes,-0.6844409423777827,-0.6948111792041063,6,0,6,0,1.0,0.03125,down_in_stim,strong,0.04843173431734318
Pattern4,FTL,9,3.5792596340179443,by_cell_type,Megakaryocytes,-0.2730577877128404,-0.2730577877128404,1,0,1,0,1.0,,down_in_stim,moderate,
Pattern4,FTL,9,3.5792596340179443,by_cell_type,NK cells,-0.7394631680025365,-0.81937274878912,8,1,7,0,0.875,0.015625,down_in_stim,strong,0.03815406976744186
Pattern4,ACTB,10,3.5721967220306396,by_cell_type,B cells,-0.7411058585931118,-0.8163699895181855,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020007621951219513
Pattern4,ACTB,10,3.5721967220306396,by_cell_type,CD14+ Monocytes,-1.5466987605632654,-1.5255323381283494,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020007621951219513
Pattern4,ACTB,10,3.5721967220306396,by_cell_type,CD4 T cells,-0.6073799271502784,-0.592141269920222,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020007621951219513
Pattern4,ACTB,10,3.5721967220306396,by_cell_type,CD8 T cells,-0.5180223489678845,-0.4884144173616427,5,0,5,0,1.0,0.0625,down_in_stim,strong,0.08003048780487805
Pattern4,ACTB,10,3.5721967220306396,by_cell_type,Dendritic cells,-1.0680027255884637,-1.058679915592819,6,0,6,0,1.0,0.03125,down_in_stim,strong,0.04843173431734318
Pattern4,ACTB,10,3.5721967220306396,by_cell_type,FCGR3A+ Monocytes,-1.2759696853826972,-1.2630831989260072,6,0,6,0,1.0,0.03125,down_in_stim,strong,0.04843173431734318
Pattern4,ACTB,10,3.5721967220306396,by_cell_type,Megakaryocytes,0.6391114972590355,0.6391114972590355,1,1,0,0,1.0,,up_in_stim,strong,
Pattern4,ACTB,10,3.5721967220306396,by_cell_type,NK cells,-0.40242536629756875,-0.3476425544438113,8,1,7,0,0.875,0.0546875,down_in_stim,moderate,0.08003048780487805
Pattern4,SAT1,11,3.444181442260742,by_cell_type,B cells,1.7244797266426604,1.7464828467133673,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern4,SAT1,11,3.444181442260742,by_cell_type,CD14+ Monocytes,1.3167229340569673,1.3521610813284148,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern4,SAT1,11,3.444181442260742,by_cell_type,CD4 T cells,2.211620710996808,2.3007625889330825,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern4,SAT1,11,3.444181442260742,by_cell_type,CD8 T cells,2.1715948336069015,1.9080398500723934,5,5,0,0,1.0,0.0625,up_in_stim,strong,0.08003048780487805
Pattern4,SAT1,11,3.444181442260742,by_cell_type,Dendritic cells,0.9108086154749154,0.9984999932476049,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.04843173431734318
Pattern4,SAT1,11,3.444181442260742,by_cell_type,FCGR3A+ Monocytes,0.8047046237271974,0.8292165386060919,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.04843173431734318
Pattern4,SAT1,11,3.444181442260742,by_cell_type,Megakaryocytes,3.016407296823499,3.016407296823499,1,1,0,0,1.0,,up_in_stim,strong,
Pattern4,SAT1,11,3.444181442260742,by_cell_type,NK cells,2.6639190835282225,2.6800554126718525,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern4,CXCL16,12,3.162369728088379,by_cell_type,B cells,-2.588566762134306,-1.8439519594529203,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020007621951219513
Pattern4,CXCL16,12,3.162369728088379,by_cell_type,CD14+ Monocytes,-0.9958809789648722,-0.9592342399817144,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020007621951219513
Pattern4,CXCL16,12,3.162369728088379,by_cell_type,CD4 T cells,-0.02701561236547667,0.11599861491231422,8,5,3,0,0.625,0.640625,down_in_stim,weak_or_mixed,0.6881393861892583
Pattern4,CXCL16,12,3.162369728088379,by_cell_type,CD8 T cells,1.6516812110074057,0.06753315022162454,5,3,0,2,0.6,0.25,up_in_stim,weak_or_mixed,0.2916666666666667
