"gene","pattern","rank","cogaps_weight","contrast_scope","cell_type","mean_log2fc_stim_vs_ctrl","median_log2fc_stim_vs_ctrl","n_pairs","n_up_pairs","n_down_pairs","n_zero_pairs","sign_consistency","wilcoxon_pvalue","direction","evidence_strength","wilcoxon_fdr"
"HSP90AB1","Pattern3",12,1.99011337757111,"by_cell_type","FCGR3A+ Monocytes",0.770164707390438,0.818177413058714,6,6,0,0,1,0.0360316862182336,"up_in_stim","strong",0.0536857654094966
"HSP90AB1","Pattern3",12,1.99011337757111,"by_cell_type","Megakaryocytes",-1.74414006925761,-1.74414006925761,1,0,1,0,1,NA,"down_in_stim","strong",NA
"HSP90AB1","Pattern3",12,1.99011337757111,"by_cell_type","NK cells",-0.867260536834032,-0.898214160386972,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0343685406898494
"HSP90AA1","Pattern3",13,1.96780741214752,"by_cell_type","B cells",0.296601438665143,0.262739361113992,8,7,1,0,0.875,0.0299739735865559,"up_in_stim","moderate",0.0536857654094966
"HSP90AA1","Pattern3",13,1.96780741214752,"by_cell_type","CD14+ Monocytes",0.870997961398421,0.838345861118581,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0343685406898494
"HSP90AA1","Pattern3",13,1.96780741214752,"by_cell_type","CD4 T cells",0.104957912023417,0.0790851654896114,8,5,3,0,0.625,0.183430618982178,"up_in_stim","suggestive",0.211343974044683
"HSP90AA1","Pattern3",13,1.96780741214752,"by_cell_type","CD8 T cells",0.239369974353835,0.1608228964717,5,3,2,0,0.6,0.280712665268496,"up_in_stim","weak_or_mixed",0.316548324664474
"HSP90AA1","Pattern3",13,1.96780741214752,"by_cell_type","Dendritic cells",1.54142427745389,1.53750336530071,6,6,0,0,1,0.0360316862182336,"up_in_stim","strong",0.0536857654094966
"HSP90AA1","Pattern3",13,1.96780741214752,"by_cell_type","FCGR3A+ Monocytes",0.942060831369965,1.00190858231448,6,6,0,0,1,0.0360316862182336,"up_in_stim","strong",0.0536857654094966
"HSP90AA1","Pattern3",13,1.96780741214752,"by_cell_type","Megakaryocytes",1.7098301665516,1.7098301665516,1,1,0,0,1,NA,"up_in_stim","strong",NA
"HSP90AA1","Pattern3",13,1.96780741214752,"by_cell_type","NK cells",0.0642848684875093,-0.0459650660865165,8,4,4,0,0.5,1,"up_in_stim","weak_or_mixed",1
"ACTG1","Pattern3",14,1.63891017436981,"by_cell_type","B cells",-0.583974191741574,-0.559628401665141,8,1,7,0,0.875,0.0208625823327655,"down_in_stim","strong",0.0480746462450683
"ACTG1","Pattern3",14,1.63891017436981,"by_cell_type","CD14+ Monocytes",-1.45849558882204,-1.42550460206222,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0343685406898494
"ACTG1","Pattern3",14,1.63891017436981,"by_cell_type","CD4 T cells",-0.395681757075095,-0.430478574057847,8,0,8,0,1,0.0142661867014469,"down_in_stim","moderate",0.0343685406898494
"ACTG1","Pattern3",14,1.63891017436981,"by_cell_type","CD8 T cells",0.0273161977963927,-0.114963085456214,5,2,3,0,0.6,0.787406490666269,"up_in_stim","weak_or_mixed",0.824840669565685
"ACTG1","Pattern3",14,1.63891017436981,"by_cell_type","Dendritic cells",-0.686640153803804,-0.744715237724436,6,0,6,0,1,0.0360316862182336,"down_in_stim","strong",0.0536857654094966
"ACTG1","Pattern3",14,1.63891017436981,"by_cell_type","FCGR3A+ Monocytes",-1.17755651818477,-1.19800142807001,6,0,6,0,1,0.0360316862182336,"down_in_stim","strong",0.0536857654094966
"ACTG1","Pattern3",14,1.63891017436981,"by_cell_type","Megakaryocytes",-5.07292868909055,-5.07292868909055,1,0,1,0,1,NA,"down_in_stim","strong",NA
"ACTG1","Pattern3",14,1.63891017436981,"by_cell_type","NK cells",-0.433087174526798,-0.430038883590528,8,0,8,0,1,0.0142661867014469,"down_in_stim","moderate",0.0343685406898494
"HLA-DMA","Pattern3",15,1.62464928627014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ISG15","Pattern4",1,9.82040977478027,"by_cell_type","B cells",5.19383452290941,5.15576919024263,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0343685406898494
"ISG15","Pattern4",1,9.82040977478027,"by_cell_type","CD14+ Monocytes",6.97322600964623,6.94812179581057,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0343685406898494
"ISG15","Pattern4",1,9.82040977478027,"by_cell_type","CD4 T cells",4.72869524140768,4.63721883314598,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0343685406898494
"ISG15","Pattern4",1,9.82040977478027,"by_cell_type","CD8 T cells",4.58608758634475,4.74158260574683,5,5,0,0,1,0.0590582290905367,"up_in_stim","strong",0.0731761238779795
"ISG15","Pattern4",1,9.82040977478027,"by_cell_type","Dendritic cells",6.19076313455625,6.32200003676236,6,6,0,0,1,0.0360316862182336,"up_in_stim","strong",0.0536857654094966
"ISG15","Pattern4",1,9.82040977478027,"by_cell_type","FCGR3A+ Monocytes",5.94860510003517,5.87501616605342,6,6,0,0,1,0.0360316862182336,"up_in_stim","strong",0.0536857654094966
"ISG15","Pattern4",1,9.82040977478027,"by_cell_type","Megakaryocytes",2.08063067114113,2.08063067114113,1,1,0,0,1,NA,"up_in_stim","strong",NA
"ISG15","Pattern4",1,9.82040977478027,"by_cell_type","NK cells",4.2161217400905,4.19988401144602,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0343685406898494
"ISG20","Pattern4",2,8.38416481018066,"by_cell_type","B cells",2.91349697580301,2.88785531156524,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0343685406898494
"ISG20","Pattern4",2,8.38416481018066,"by_cell_type","CD14+ Monocytes",4.99983187742008,5.28799673071488,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0343685406898494
"ISG20","Pattern4",2,8.38416481018066,"by_cell_type","CD4 T cells",2.73610597700943,2.72680915158706,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0343685406898494
"ISG20","Pattern4",2,8.38416481018066,"by_cell_type","CD8 T cells",3.4380711945876,3.28468016533591,5,5,0,0,1,0.0590582290905367,"up_in_stim","strong",0.0731761238779795
"ISG20","Pattern4",2,8.38416481018066,"by_cell_type","Dendritic cells",3.71553300899118,3.7649038808127,6,6,0,0,1,0.0360316862182336,"up_in_stim","strong",0.0536857654094966
"ISG20","Pattern4",2,8.38416481018066,"by_cell_type","FCGR3A+ Monocytes",4.40261434419511,4.39734475303705,6,6,0,0,1,0.0360316862182336,"up_in_stim","strong",0.0536857654094966
"ISG20","Pattern4",2,8.38416481018066,"by_cell_type","Megakaryocytes",2.86554693038775,2.86554693038775,1,1,0,0,1,NA,"up_in_stim","strong",NA
"ISG20","Pattern4",2,8.38416481018066,"by_cell_type","NK cells",3.13372442482487,3.09622546378119,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0343685406898494
"IFI6","Pattern4",3,6.575852394104,"by_cell_type","B cells",6.8778940675149,5.90898552600351,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0343685406898494
"IFI6","Pattern4",3,6.575852394104,"by_cell_type","CD14+ Monocytes",4.30794899678055,4.01619733845029,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0343685406898494
"IFI6","Pattern4",3,6.575852394104,"by_cell_type","CD4 T cells",5.3609104064786,5.3456292837047,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0343685406898494
"IFI6","Pattern4",3,6.575852394104,"by_cell_type","CD8 T cells",5.22234755809031,5.05004432054745,5,5,0,0,1,0.0590582290905367,"up_in_stim","strong",0.0731761238779795
"IFI6","Pattern4",3,6.575852394104,"by_cell_type","Dendritic cells",5.03174553976662,5.02651766090113,6,6,0,0,1,0.0360316862182336,"up_in_stim","strong",0.0536857654094966
"IFI6","Pattern4",3,6.575852394104,"by_cell_type","FCGR3A+ Monocytes",3.6664655499191,3.52363392997071,6,6,0,0,1,0.0360316862182336,"up_in_stim","strong",0.0536857654094966
"IFI6","Pattern4",3,6.575852394104,"by_cell_type","Megakaryocytes",1.30325092564244,1.30325092564244,1,1,0,0,1,NA,"up_in_stim","strong",NA
"IFI6","Pattern4",3,6.575852394104,"by_cell_type","NK cells",5.07654293428631,5.09103777254098,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0343685406898494
"IFIT3","Pattern4",4,4.92728328704834,"by_cell_type","B cells",8.7097396840317,6.91801655217357,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0343685406898494
"IFIT3","Pattern4",4,4.92728328704834,"by_cell_type","CD14+ Monocytes",7.10734820826089,6.99497108287923,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0343685406898494
"IFIT3","Pattern4",4,4.92728328704834,"by_cell_type","CD4 T cells",6.51538983743008,6.72123721957729,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0343685406898494
"IFIT3","Pattern4",4,4.92728328704834,"by_cell_type","CD8 T cells",9.23166783294431,6.86955951833922,5,5,0,0,1,0.0590582290905367,"up_in_stim","strong",0.0731761238779795
"IFIT3","Pattern4",4,4.92728328704834,"by_cell_type","Dendritic cells",10.5153850810686,10.9168476499426,6,6,0,0,1,0.0360316862182336,"up_in_stim","strong",0.0536857654094966
"IFIT3","Pattern4",4,4.92728328704834,"by_cell_type","FCGR3A+ Monocytes",4.98615440236571,4.48863814320781,6,6,0,0,1,0.0360316862182336,"up_in_stim","strong",0.0536857654094966
"IFIT3","Pattern4",4,4.92728328704834,"by_cell_type","Megakaryocytes",5.82499633124696,5.82499633124696,1,1,0,0,1,NA,"up_in_stim","strong",NA
"IFIT3","Pattern4",4,4.92728328704834,"by_cell_type","NK cells",5.29394415367551,5.52655183826935,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0343685406898494
"LY6E","Pattern4",5,4.53398990631104,"by_cell_type","B cells",3.82346741365819,3.55973575115994,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0343685406898494
"LY6E","Pattern4",5,4.53398990631104,"by_cell_type","CD14+ Monocytes",5.28222852828187,5.45819556208574,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0343685406898494
"LY6E","Pattern4",5,4.53398990631104,"by_cell_type","CD4 T cells",3.84743489383813,3.83880856399418,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0343685406898494
"LY6E","Pattern4",5,4.53398990631104,"by_cell_type","CD8 T cells",3.29609449538693,3.12734656054283,5,5,0,0,1,0.0590582290905367,"up_in_stim","strong",0.0731761238779795
"LY6E","Pattern4",5,4.53398990631104,"by_cell_type","Dendritic cells",5.02563121992634,4.802260460993,6,6,0,0,1,0.0360316862182336,"up_in_stim","strong",0.0536857654094966
"LY6E","Pattern4",5,4.53398990631104,"by_cell_type","FCGR3A+ Monocytes",3.62095622081647,3.8794367565739,6,6,0,0,1,0.0360316862182336,"up_in_stim","strong",0.0536857654094966
"LY6E","Pattern4",5,4.53398990631104,"by_cell_type","Megakaryocytes",3.8993926242885,3.8993926242885,1,1,0,0,1,NA,"up_in_stim","strong",NA
"LY6E","Pattern4",5,4.53398990631104,"by_cell_type","NK cells",2.86272238751107,2.85752265583985,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0343685406898494
"IFIT1","Pattern4",6,4.01197099685669,"by_cell_type","B cells",8.8727817634121,6.87436363857668,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0343685406898494
"IFIT1","Pattern4",6,4.01197099685669,"by_cell_type","CD14+ Monocytes",8.40280929972413,7.89385945180565,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0343685406898494
"IFIT1","Pattern4",6,4.01197099685669,"by_cell_type","CD4 T cells",6.60101888050445,6.4376625201306,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0343685406898494
"IFIT1","Pattern4",6,4.01197099685669,"by_cell_type","CD8 T cells",8.8631257045527,5.18206794547303,5,5,0,0,1,0.0590582290905367,"up_in_stim","strong",0.0731761238779795
"IFIT1","Pattern4",6,4.01197099685669,"by_cell_type","Dendritic cells",9.78857885947625,8.26580384861273,6,6,0,0,1,0.0360316862182336,"up_in_stim","strong",0.0536857654094966
"IFIT1","Pattern4",6,4.01197099685669,"by_cell_type","FCGR3A+ Monocytes",7.28741547878257,7.26974705640165,6,6,0,0,1,0.0360316862182336,"up_in_stim","strong",0.0536857654094966
"IFIT1","Pattern4",6,4.01197099685669,"by_cell_type","Megakaryocytes",6.81221523073989,6.81221523073989,1,1,0,0,1,NA,"up_in_stim","strong",NA
"IFIT1","Pattern4",6,4.01197099685669,"by_cell_type","NK cells",7.69597514935051,6.16685570454071,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0343685406898494
"MX1","Pattern4",7,3.85335969924927,"by_cell_type","B cells",6.98167434050604,5.48265062142072,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0343685406898494
"MX1","Pattern4",7,3.85335969924927,"by_cell_type","CD14+ Monocytes",5.56973113652344,5.40515033420836,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0343685406898494
"MX1","Pattern4",7,3.85335969924927,"by_cell_type","CD4 T cells",4.65835211190883,4.3840821558799,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0343685406898494
"MX1","Pattern4",7,3.85335969924927,"by_cell_type","CD8 T cells",8.50172336249965,4.90798253265833,5,5,0,0,1,0.0590582290905367,"up_in_stim","strong",0.0731761238779795
"MX1","Pattern4",7,3.85335969924927,"by_cell_type","Dendritic cells",6.64240327954849,5.83880587240091,6,6,0,0,1,0.0360316862182336,"up_in_stim","strong",0.0536857654094966
"MX1","Pattern4",7,3.85335969924927,"by_cell_type","FCGR3A+ Monocytes",4.94814228629166,5.21029404458827,6,6,0,0,1,0.0360316862182336,"up_in_stim","strong",0.0536857654094966
"MX1","Pattern4",7,3.85335969924927,"by_cell_type","Megakaryocytes",6.14182556548164,6.14182556548164,1,1,0,0,1,NA,"up_in_stim","strong",NA
"MX1","Pattern4",7,3.85335969924927,"by_cell_type","NK cells",4.20612086155684,3.66214369010513,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0343685406898494
"FTH1","Pattern4",8,2.98574447631836,"by_cell_type","B cells",-1.30982434414063,-1.25829214253498,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0343685406898494
"FTH1","Pattern4",8,2.98574447631836,"by_cell_type","CD14+ Monocytes",-1.13314165433764,-1.0824018232817,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0343685406898494
"FTH1","Pattern4",8,2.98574447631836,"by_cell_type","CD4 T cells",-0.845984476155722,-0.840368929780212,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0343685406898494
"FTH1","Pattern4",8,2.98574447631836,"by_cell_type","CD8 T cells",-1.00213076518342,-0.91823308389545,5,0,5,0,1,0.0590582290905367,"down_in_stim","strong",0.0731761238779795
"FTH1","Pattern4",8,2.98574447631836,"by_cell_type","Dendritic cells",-1.08042324299839,-0.994497210460398,6,0,6,0,1,0.0360316862182336,"down_in_stim","strong",0.0536857654094966
"FTH1","Pattern4",8,2.98574447631836,"by_cell_type","FCGR3A+ Monocytes",-1.08695205601665,-1.10571513039191,6,0,6,0,1,0.0360316862182336,"down_in_stim","strong",0.0536857654094966
"FTH1","Pattern4",8,2.98574447631836,"by_cell_type","Megakaryocytes",0.468200785918107,0.468200785918107,1,1,0,0,1,NA,"up_in_stim","moderate",NA
"FTH1","Pattern4",8,2.98574447631836,"by_cell_type","NK cells",-0.639793865137892,-0.69649912109545,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0343685406898494
"IFIT2","Pattern4",9,1.60991239547729,"by_cell_type","B cells",8.69610381343588,6.65605485178941,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0343685406898494
"IFIT2","Pattern4",9,1.60991239547729,"by_cell_type","CD14+ Monocytes",8.30669330376432,7.81311334557834,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0343685406898494
"IFIT2","Pattern4",9,1.60991239547729,"by_cell_type","CD4 T cells",5.59571409397063,5.80554548323494,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0343685406898494
"IFIT2","Pattern4",9,1.60991239547729,"by_cell_type","CD8 T cells",6.15092012372703,4.87496935323011,5,5,0,0,1,0.0590582290905367,"up_in_stim","strong",0.0731761238779795
"IFIT2","Pattern4",9,1.60991239547729,"by_cell_type","Dendritic cells",11.9411381055831,12.969597545796,6,6,0,0,1,0.0360316862182336,"up_in_stim","strong",0.0536857654094966
"IFIT2","Pattern4",9,1.60991239547729,"by_cell_type","FCGR3A+ Monocytes",5.05865971808083,4.87894480567827,6,6,0,0,1,0.0360316862182336,"up_in_stim","strong",0.0536857654094966
"IFIT2","Pattern4",9,1.60991239547729,"by_cell_type","Megakaryocytes",5.41841709033779,5.41841709033779,1,1,0,0,1,NA,"up_in_stim","strong",NA
"IFIT2","Pattern4",9,1.60991239547729,"by_cell_type","NK cells",5.15510528707999,3.76181638419305,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0343685406898494
"SAT1","Pattern4",10,1.56951463222504,"by_cell_type","B cells",1.72447972664266,1.74648284671337,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0343685406898494
"SAT1","Pattern4",10,1.56951463222504,"by_cell_type","CD14+ Monocytes",1.31672293405697,1.35216108132841,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0343685406898494
"SAT1","Pattern4",10,1.56951463222504,"by_cell_type","CD4 T cells",2.21162071099681,2.30076258893308,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0343685406898494
"SAT1","Pattern4",10,1.56951463222504,"by_cell_type","CD8 T cells",2.1715948336069,1.90803985007239,5,5,0,0,1,0.0590582290905367,"up_in_stim","strong",0.0731761238779795
"SAT1","Pattern4",10,1.56951463222504,"by_cell_type","Dendritic cells",0.910808615474915,0.998499993247605,6,6,0,0,1,0.0360316862182336,"up_in_stim","strong",0.0536857654094966
"SAT1","Pattern4",10,1.56951463222504,"by_cell_type","FCGR3A+ Monocytes",0.804704623727197,0.829216538606092,6,6,0,0,1,0.0360316862182336,"up_in_stim","strong",0.0536857654094966
"SAT1","Pattern4",10,1.56951463222504,"by_cell_type","Megakaryocytes",3.0164072968235,3.0164072968235,1,1,0,0,1,NA,"up_in_stim","strong",NA
"SAT1","Pattern4",10,1.56951463222504,"by_cell_type","NK cells",2.66391908352822,2.68005541267185,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0343685406898494
"IRF7","Pattern4",11,1.56163501739502,"by_cell_type","B cells",3.41542110654676,3.22197045548576,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0343685406898494
"IRF7","Pattern4",11,1.56163501739502,"by_cell_type","CD14+ Monocytes",2.74840684213149,2.87055002464903,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0343685406898494
"IRF7","Pattern4",11,1.56163501739502,"by_cell_type","CD4 T cells",3.13652475977289,3.17815751049496,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0343685406898494
"IRF7","Pattern4",11,1.56163501739502,"by_cell_type","CD8 T cells",3.15681613830107,3.38562416312521,5,5,0,0,1,0.0590582290905367,"up_in_stim","strong",0.0731761238779795
"IRF7","Pattern4",11,1.56163501739502,"by_cell_type","Dendritic cells",3.39490198318902,3.3170507759387,6,6,0,0,1,0.0360316862182336,"up_in_stim","strong",0.0536857654094966
"IRF7","Pattern4",11,1.56163501739502,"by_cell_type","FCGR3A+ Monocytes",2.82953522324089,2.72611013959886,6,6,0,0,1,0.0360316862182336,"up_in_stim","strong",0.0536857654094966
"IRF7","Pattern4",11,1.56163501739502,"by_cell_type","Megakaryocytes",5.41841709033779,5.41841709033779,1,1,0,0,1,NA,"up_in_stim","strong",NA
"IRF7","Pattern4",11,1.56163501739502,"by_cell_type","NK cells",2.37671570068631,2.28937917543381,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0343685406898494
"TNFSF10","Pattern4",12,1.40809190273285,"by_cell_type","B cells",5.8342378864126,5.99298819336244,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0343685406898494
"TNFSF10","Pattern4",12,1.40809190273285,"by_cell_type","CD14+ Monocytes",7.69932187653032,7.49657433757152,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0343685406898494
"TNFSF10","Pattern4",12,1.40809190273285,"by_cell_type","CD4 T cells",4.08073378350305,4.11954443844103,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0343685406898494
"TNFSF10","Pattern4",12,1.40809190273285,"by_cell_type","CD8 T cells",2.67553732022827,2.64084266824229,5,5,0,0,1,0.0590582290905367,"up_in_stim","strong",0.0731761238779795
"TNFSF10","Pattern4",12,1.40809190273285,"by_cell_type","Dendritic cells",10.7054611785266,10.8522237625245,6,6,0,0,1,0.0360316862182336,"up_in_stim","strong",0.0536857654094966
"TNFSF10","Pattern4",12,1.40809190273285,"by_cell_type","FCGR3A+ Monocytes",3.52501409558771,3.6556251184119,6,6,0,0,1,0.0360316862182336,"up_in_stim","strong",0.0536857654094966
"TNFSF10","Pattern4",12,1.40809190273285,"by_cell_type","Megakaryocytes",5.82499633124696,5.82499633124696,1,1,0,0,1,NA,"up_in_stim","strong",NA
"TNFSF10","Pattern4",12,1.40809190273285,"by_cell_type","NK cells",2.77761857496375,2.72043513749394,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0343685406898494
"OAS1","Pattern4",13,1.35603356361389,"by_cell_type","B cells",5.26893530373447,3.98761291023463,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0343685406898494
"OAS1","Pattern4",13,1.35603356361389,"by_cell_type","CD14+ Monocytes",4.41309718498212,4.5701037210901,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0343685406898494
"OAS1","Pattern4",13,1.35603356361389,"by_cell_type","CD4 T cells",4.98450968520666,5.08981875168742,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0343685406898494
"OAS1","Pattern4",13,1.35603356361389,"by_cell_type","CD8 T cells",8.25248894150452,5.4223945763838,5,5,0,0,1,0.0590582290905367,"up_in_stim","strong",0.0731761238779795
"OAS1","Pattern4",13,1.35603356361389,"by_cell_type","Dendritic cells",5.24956809561467,5.25991961385373,6,6,0,0,1,0.0360316862182336,"up_in_stim","strong",0.0536857654094966
"OAS1","Pattern4",13,1.35603356361389,"by_cell_type","FCGR3A+ Monocytes",2.18237295634879,2.26333962022666,6,6,0,0,1,0.0360316862182336,"up_in_stim","strong",0.0536857654094966
"OAS1","Pattern4",13,1.35603356361389,"by_cell_type","Megakaryocytes",4.8502237767458,4.8502237767458,1,1,0,0,1,NA,"up_in_stim","strong",NA
"OAS1","Pattern4",13,1.35603356361389,"by_cell_type","NK cells",5.99747904168899,3.87184975629669,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0343685406898494
"PLSCR1","Pattern4",14,1.17907178401947,"by_cell_type","B cells",3.77957249155924,3.80937063613648,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0343685406898494
"PLSCR1","Pattern4",14,1.17907178401947,"by_cell_type","CD14+ Monocytes",2.30123878811804,2.38627254768444,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0343685406898494
"PLSCR1","Pattern4",14,1.17907178401947,"by_cell_type","CD4 T cells",4.37277565475237,4.46456111707244,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0343685406898494
"PLSCR1","Pattern4",14,1.17907178401947,"by_cell_type","CD8 T cells",5.88294764351525,4.485958915004,5,5,0,0,1,0.0590582290905367,"up_in_stim","strong",0.0731761238779795
"PLSCR1","Pattern4",14,1.17907178401947,"by_cell_type","Dendritic cells",2.82332546763825,2.73369420782292,6,6,0,0,1,0.0360316862182336,"up_in_stim","strong",0.0536857654094966
"PLSCR1","Pattern4",14,1.17907178401947,"by_cell_type","FCGR3A+ Monocytes",2.03088943254675,2.13482740103591,6,6,0,0,1,0.0360316862182336,"up_in_stim","strong",0.0536857654094966
"PLSCR1","Pattern4",14,1.17907178401947,"by_cell_type","Megakaryocytes",5.41841709033779,5.41841709033779,1,1,0,0,1,NA,"up_in_stim","strong",NA
"PLSCR1","Pattern4",14,1.17907178401947,"by_cell_type","NK cells",3.55713784226261,3.73255385980602,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0343685406898494
"BST2","Pattern4",15,1.08426094055176,"by_cell_type","B cells",1.83900872139593,2.04557534246926,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0343685406898494
"BST2","Pattern4",15,1.08426094055176,"by_cell_type","CD14+ Monocytes",2.05984449526103,2.08808711604889,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0343685406898494
"BST2","Pattern4",15,1.08426094055176,"by_cell_type","CD4 T cells",2.11129195852563,2.15411189201218,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0343685406898494
"BST2","Pattern4",15,1.08426094055176,"by_cell_type","CD8 T cells",2.12232312969279,1.89642682091604,5,5,0,0,1,0.0590582290905367,"up_in_stim","strong",0.0731761238779795
"BST2","Pattern4",15,1.08426094055176,"by_cell_type","Dendritic cells",2.36263211047992,2.2772248724386,6,6,0,0,1,0.0360316862182336,"up_in_stim","strong",0.0536857654094966
"BST2","Pattern4",15,1.08426094055176,"by_cell_type","FCGR3A+ Monocytes",1.43997937890073,1.50974321394415,6,6,0,0,1,0.0360316862182336,"up_in_stim","strong",0.0536857654094966
"BST2","Pattern4",15,1.08426094055176,"by_cell_type","Megakaryocytes",-4.11516616469536,-4.11516616469536,1,0,1,0,1,NA,"down_in_stim","strong",NA
"BST2","Pattern4",15,1.08426094055176,"by_cell_type","NK cells",1.53787491992901,1.63163813976793,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0343685406898494
"CXCL10","Pattern5",1,8.17831039428711,"by_cell_type","B cells",9.9615085727899,8.67995605245352,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0343685406898494
"CXCL10","Pattern5",1,8.17831039428711,"by_cell_type","CD14+ Monocytes",9.1828420099148,8.3566818028184,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0343685406898494
"CXCL10","Pattern5",1,8.17831039428711,"by_cell_type","CD4 T cells",9.44609904510452,8.44775406044955,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0343685406898494
"CXCL10","Pattern5",1,8.17831039428711,"by_cell_type","CD8 T cells",9.94172043789835,10.738328086991,5,5,0,0,1,0.0590582290905367,"up_in_stim","strong",0.0731761238779795
"CXCL10","Pattern5",1,8.17831039428711,"by_cell_type","Dendritic cells",11.6013000933751,10.405905198172,6,6,0,0,1,0.0360316862182336,"up_in_stim","strong",0.0536857654094966
"CXCL10","Pattern5",1,8.17831039428711,"by_cell_type","FCGR3A+ Monocytes",4.96650065285823,4.91168386667698,6,6,0,0,1,0.0360316862182336,"up_in_stim","strong",0.0536857654094966
"CXCL10","Pattern5",1,8.17831039428711,"by_cell_type","Megakaryocytes",7.50770883260699,7.50770883260699,1,1,0,0,1,NA,"up_in_stim","strong",NA
"CXCL10","Pattern5",1,8.17831039428711,"by_cell_type","NK cells",11.1905751915963,11.1497609881962,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0343685406898494
"ISG15","Pattern5",2,7.77035284042358,"by_cell_type","B cells",5.19383452290941,5.15576919024263,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0343685406898494
